movie_name,genre,year,rating
Creature of my heart,Animation,2017,6.6
Fee,Animation,2017,6.6
A City in Chaos,Animation,2017,6.6
Lucid,Animation,2017,6.6
Andarkahini: Self-exile,Animation,2017,6.6
The Theta Girl,Animation,2017,6.6
Top Ramen,Animation,2017,6.6
The Two,Animation,2017,6.6
Okkadu Migiladu,Animation,2017,6.6
Veedevadu,Animation,2017,6.6
Ungarala Rambabu,Animation,2017,6.6
